system:index,AHGFL1,AHGFL2,AL26EP,AL26EP_ERR,AL26NC,AL26NC_ERR,AL26NP,AL26NP_ERR,ALAMS,ALCORR,ALPROD,ALSELF,ALSNOW,ALSTND,ALTOPO,ALTOTS,AREA,AUTHOR,BASIN,BE10EP,BE10EP_ERR,BE10NC,BE10NC_ERR,BE10NP,BE10NP_ERR,BEAMS,BECORR,BEPROD,BESELF,BESNOW,BESTND,BETOPO,BETOTS,CNTRY,CORDS_ELEV,CRN_SUBCMP,DBDOI,DBVERNO,DIV_ADMIN,DIV_OTHER,EAL_ERR,EAL_GCMYR,EAL_MMKYR,EBE_ERR,EBE_GCMYR,EBE_MMKYR,ELEVATION,ELEV_AVE,ELEV_STD,ERRAL_AMS,ERRAL_MUON,ERRAL_PROD,ERRAL_TOT,ERRBE_AMS,ERRBE_MUON,ERRBE_PROD,ERRBE_TOT,IBRACODE,IBRAREGION,IGSNID,ISL_NAME,LAKE,MATERIAL,METASITEID,OAID,OBSID1,OBSID2,PROJECTION,PROJEPSGID,PUBYEAR,REFDBID,REFDOI,REFID,REGION_INT,REGION_REG,RIVDIV,RIVNAME,SITEID,SITE_COMMT,SIZEMAX,SIZEMIN,SLP_AVE,SLP_STD,SMPID,SMP_COMMT,SMP_DAY,SMP_MONTH,SMP_YEAR,STUDYID,X_WGS84,Y_WGS84,mean,realid,.geo
00000000000000000752,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,-9999.99,Chappell,Yangtse,-9999.99,-9999.99,419085.0,37252.0,450000.0,40000.0,ANU,0.9313,-99.999,-9.999,-9.999,NIST_30000,-9.999,-99.999,CHN,INTP_ND,XXL,noDOI_CRN-XXL,2017.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000025,S028WTS016,Cha-17,NA,-9999,2006,Chappell:2006yangtse,10.1016/j.palaeo.2006.06.010,Palaeogeogr_Palaeocl_241,Yangtse Basin,NA,not applicable,not applicable,CRNST00451a,NA,0,0,-9999.99,-9999.99,CRNSM00529,NA,-9999,-9999,-9999,S028,101.849424,26.534763,500.5915646792077,4480,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000772,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,-9999.99,Chappell,Yalong,-9999.99,-9999.99,121069.0,14901.0,130000.0,16000.0,ANU,0.9313,-99.999,-9.999,-9.999,NIST_30000,-9.999,-99.999,CHN,INTP_ND,XXL,noDOI_CRN-XXL,2017.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000025,S028WTS017,Cha-18,NA,-9999,2006,Chappell:2006yangtse,10.1016/j.palaeo.2006.06.010,Palaeogeogr_Palaeocl_241,Yangtse Basin,NA,not applicable,not applicable,CRNST00452a,NA,0,0,-9999.99,-9999.99,CRNSM00530,NA,-9999,-9999,-9999,S028,101.82017,26.659557,757.2178456391946,4534,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075b,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,-9999.99,Chappell,Jinsha,-9999.99,-9999.99,977865.0,33527.0,1050000.0,36000.0,ANU,0.9313,-99.999,-9.999,-9.999,NIST_30000,-9.999,-99.999,CHN,INTP_ND,XXL,noDOI_CRN-XXL,2017.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000025,S028WTS019,Cha-19b,NA,-9999,2006,Chappell:2006yangtse,10.1016/j.palaeo.2006.06.010,Palaeogeogr_Palaeocl_241,Yangtse Basin,NA,not applicable,not applicable,CRNST00453a,NA,0,0,-9999.99,-9999.99,CRNSM00531,NA,-9999,-9999,-9999,S028,101.699344,26.565513,410.5730852136964,4494,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000075c,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,-9999.99,Chappell,Jinsha,-9999.99,-9999.99,1061682.0,43771.0,1140000.0,47000.0,ANU,0.9313,-99.999,-9.999,-9.999,NIST_30000,-9.999,-99.999,CHN,INTP_ND,XXL,noDOI_CRN-XXL,2017.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000025,S028WTS018,Cha-19a,NA,-9999,2006,Chappell:2006yangtse,10.1016/j.palaeo.2006.06.010,Palaeogeogr_Palaeocl_241,Yangtse Basin,NA,not applicable,not applicable,CRNST00453a,NA,0,0,-9999.99,-9999.99,CRNSM00531,NA,-9999,-9999,-9999,S028,101.699344,26.565513,410.5730852136964,4495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a2,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,-9999.99,Chappell,Xiao Jin Chuan,-9999.99,-9999.99,55878.0,13970.0,60000.0,15000.0,ANU,0.9313,-99.999,-9.999,-9.999,NIST_30000,-9.999,-99.999,CHN,INTP_ND,XXL,noDOI_CRN-XXL,2017.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000025,S028WTS020,Cha-20,NA,-9999,2006,Chappell:2006yangtse,10.1016/j.palaeo.2006.06.010,Palaeogeogr_Palaeocl_241,Yangtse Basin,NA,not applicable,not applicable,CRNST00454a,NA,0,0,-9999.99,-9999.99,CRNSM00532,NA,-9999,-9999,-9999,S028,101.828227,30.855573,949.7753351562109,4620,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007a4,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ANU,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,-9999.99,Chappell,Danba,-9999.99,-9999.99,46565.0,14901.0,50000.0,16000.0,ANU,0.9313,-99.999,-9.999,-9.999,NIST_30000,-9.999,-99.999,CHN,INTP_ND,XXL,noDOI_CRN-XXL,2017.0,NA,NA,-9999.99,-9.99999,-9999.99,-9999.99,-9.99999,-9999.99,-9999.99,-9999.99,-9999.99,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,-9.99999,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000025,S028WTS021,Cha-21,NA,-9999,2006,Chappell:2006yangtse,10.1016/j.palaeo.2006.06.010,Palaeogeogr_Palaeocl_241,Yangtse Basin,NA,not applicable,not applicable,CRNST00455a,NA,0,0,-9999.99,-9999.99,CRNSM00533,NA,-9999,-9999,-9999,S028,102.286684,31.022173,849.1389943520815,4625,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041d,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,6.9,Sosa-Gonzalez,ND,-9999.99,-9999.99,35000.0,3000.0,35000.0,3000.0,SUERC,1.0,1.14,1.0,1.0,07KNSTD,0.968,1.099,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,24.72,0.02603,98.24,-9999.99,617.16,277.42,-9.99999,-9.99999,-9.99999,-9.99999,0.00228,0.00328,0.00519,0.00655,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000153,S133WTS002,BRA01,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02176a,NA,0,0,427.51,223.01,CRNSM02424,NA,-9999,-9999,2011,S133,-43.000863,-22.51997,1738.1912691269129,2229,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,6.9,Sosa-Gonzalez,ND,53.0,4.0,84000.0,3000.0,84000.0,3000.0,SUERC,1.0,1.14,1.0,1.0,07KNSTD,0.968,1.099,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,9.56,0.01062,40.09,-9999.99,617.16,277.42,-9.99999,-9.99999,-9.99999,-9.99999,3.9E-4,0.00127,0.00216,0.00253,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS001,BRA01S,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02176a,NA,850,250,427.51,223.01,CRNSM02423,NA,-9999,-9999,2011,S133,-43.000863,-22.51997,1738.1912691269129,2282,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c9,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,13.9,Sosa-Gonzalez,ND,-9999.99,-9999.99,23000.0,3000.0,23000.0,3000.0,SUERC,1.0,2.084,1.0,1.0,07KNSTD,0.939,1.967,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,61.31,0.06609,249.39,-9999.99,1387.92,526.57,-9.99999,-9.99999,-9.99999,-9.99999,0.00881,0.00548,0.01251,0.01625,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000153,S133WTS004,BRA02,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02177a,NA,0,0,536.49,377.51,CRNSM02426,NA,-9999,-9999,2011,S133,-43.000892,-22.492469,1817.3684680661013,3140,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ca,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,13.9,Sosa-Gonzalez,ND,46.0,3.0,122000.0,3000.0,122000.0,3000.0,SUERC,1.0,2.084,1.0,1.0,07KNSTD,0.939,1.967,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,9.63,0.01224,46.17,-9999.99,1387.92,526.57,-9.99999,-9.99999,-9.99999,-9.99999,3.1E-4,9.4E-4,0.00235,0.00255,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS003,BRA02S,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02177a,NA,850,250,536.49,377.51,CRNSM02425,NA,-9999,-9999,2011,S133,-43.000892,-22.492469,1817.3684680661013,3141,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ab,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.76,Sosa-Gonzalez,ND,-9999.99,-9999.99,62000.0,3000.0,62000.0,3000.0,SUERC,1.0,2.247,1.0,1.0,07KNSTD,0.953,2.151,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,20.89,0.02641,99.67,-9999.99,1514.04,382.99,-9.99999,-9.99999,-9.99999,-9.99999,0.00129,0.002,0.005,0.00554,NA,not applicable,NA,NA,NA,Gr,NA,OAID-000153,S133WTS006,BRA03,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02178a,NA,0,0,541.05,232.11,CRNSM02428,NA,-9999,-9999,2011,S133,-42.999167,-22.468394,1804.4207525655645,3838,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ac,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.76,Sosa-Gonzalez,ND,90.0,7.0,87000.0,4000.0,87000.0,4000.0,SUERC,1.0,2.247,1.0,1.0,07KNSTD,0.953,2.151,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,14.8,0.01875,70.74,-9999.99,1514.04,382.99,-9.99999,-9.99999,-9.99999,-9.99999,8.8E-4,0.00139,0.00356,0.00392,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS005,BRA03S,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02178a,NA,850,250,541.05,232.11,CRNSM02427,NA,-9999,-9999,2011,S133,-42.999167,-22.468394,1804.4207525655645,3839,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,8005.37,Sosa-Gonzalez,ND,23.0,2.0,185000.0,5000.0,185000.0,5000.0,SUERC,1.0,0.991,1.0,1.0,07KNSTD,0.996,0.987,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,3.86,0.00421,15.89,-9999.99,482.17,226.36,-9.99999,-9.99999,-9.99999,-9.99999,1.2E-4,4.9E-4,8.9E-4,0.00102,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS007,BRA19,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02179a,NA,850,250,187.61,110.61,CRNSM02429,NA,-9999,-9999,2011,S133,-42.205006,-21.513236,1375.3930833477618,409,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,6319.15,Sosa-Gonzalez,ND,16.0,1.0,249000.0,6000.0,249000.0,6000.0,SUERC,1.0,1.023,1.0,1.0,07KNSTD,0.993,1.016,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.84,0.00314,11.86,-9999.99,522.33,292.62,-9.99999,-9.99999,-9.99999,-9.99999,8.0E-5,3.4E-4,6.7E-4,7.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS008,BRA20,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02180a,NA,850,250,221.65,135.61,CRNSM02430,NA,-9999,-9999,2011,S133,-41.781713,-21.254997,1289.4094809532833,285,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,209.82,Sosa-Gonzalez,ND,13.0,1.0,241000.0,5000.0,241000.0,5000.0,SUERC,1.0,0.821,1.0,1.0,07KNSTD,0.993,0.815,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.53,0.00264,9.98,-9999.99,234.48,129.24,-9.99999,-9.99999,-9.99999,-9.99999,6.0E-5,3.3E-4,5.8E-4,6.7E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS009,BRA21,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02181a,NA,850,250,222.45,146.96,CRNSM02431,NA,-9999,-9999,2011,S133,-41.88,-21.33,1221.023780360289,1597,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000652,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,SUERC,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,6.69,Sosa-Gonzalez,ND,13.0,1.0,242000.0,6000.0,242000.0,6000.0,SUERC,1.0,0.804,1.0,1.0,07KNSTD,0.994,0.799,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.49,0.00258,9.75,-9999.99,212.46,84.57,-9.99999,-9.99999,-9.99999,-9.99999,7.0E-5,3.3E-4,5.7E-4,6.6E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000153,S133WTS010,BRA22,WGS84_UTM_22S,32722,2016,Gonzalez:2016background,10.1016/j.geomorph.2016.05.024,Geomorphology_268,Rio de Janeiro,NA,not applicable,not applicable,CRNST02182a,NA,850,250,205.09,140.33,CRNSM02432,NA,-9999,-9999,2011,S133,-41.919981,-21.38158,1194.8945641986882,3503,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000267,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,0.9,Salgado,Maracuja,9.21,2.15,602774.0,135992.0,578200.0,130448.0,Gif-sur-Yvette,1.0425,1.665,1.0,1.0,NIST_Certified,0.998,1.661,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.47,0.00196,7.39,-9999.99,1235.42,35.34,-9.99999,-9.99999,-9.99999,-9.99999,5.0E-4,1.3E-4,4.0E-4,6.5E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000145,S033WTS001,Sal-Br1,WGS84_UTM_23S,32723,2007,Salgado:2007maracuja,10.1002/esp.1448,Earth_Surf_Proc_Land_32,Quadrilatero Ferrifero,NA,not applicable,not applicable,CRNST00492a,NA,1000,250,179.74,69.37,CRNSM00574,NA,-9999,-9999,-9999,S033,-43.668024,-20.396601,1572.766423357664,1380,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000676,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,4.98,Salgado,Maracuja,13.65,5.24,420123.0,159291.0,402996.0,152797.0,Gif-sur-Yvette,1.0425,1.705,1.0,1.0,NIST_Certified,0.998,1.702,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,5.77,0.00295,11.15,-9999.99,1276.22,44.88,-9.99999,-9.99999,-9.99999,-9.99999,0.00139,2.1E-4,5.9E-4,0.00153,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000145,S033WTS002,Sal-Br2,WGS84_UTM_23S,32723,2007,Salgado:2007maracuja,10.1002/esp.1448,Earth_Surf_Proc_Land_32,Quadrilatero Ferrifero,NA,not applicable,not applicable,CRNST00493a,NA,1000,500,146.72,75.31,CRNSM00575,NA,-9999,-9999,-9999,S033,-43.665428,-20.396581,1590.1352718078383,3632,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cd,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,1.41,Salgado,Maracuja,14.91,2.28,387069.0,54422.0,371289.0,52203.0,Gif-sur-Yvette,1.0425,1.529,1.0,1.0,NIST_Certified,0.998,1.527,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.9,0.0029,10.94,-9999.99,1123.55,41.52,-9.99999,-9.99999,-9.99999,-9.99999,4.4E-4,2.2E-4,5.9E-4,7.7E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000145,S033WTS003,Sal-Br3,WGS84_UTM_23S,32723,2007,Salgado:2007maracuja,10.1002/esp.1448,Earth_Surf_Proc_Land_32,Quadrilatero Ferrifero,NA,not applicable,not applicable,CRNST00494a,NA,1000,500,141.89,78.24,CRNSM00576,NA,-9999,-9999,-9999,S033,-43.663915,-20.371277,1529.8967032967032,3952,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c6,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,Gif-sur-Yvette,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,14.89,Salgado,Maracuja,4.31,1.55,1187620.0,421396.0,1139204.0,404217.0,Gif-sur-Yvette,1.0425,1.642,1.0,1.0,NIST_Certified,0.998,1.639,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.75,9.2E-4,3.46,-9999.99,1218.14,83.16,-9.99999,-9.99999,-9.99999,-9.99999,4.2E-4,5.0E-5,1.9E-4,4.6E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000145,S033WTS004,Sal-Br4,WGS84_UTM_23S,32723,2007,Salgado:2007maracuja,10.1002/esp.1448,Earth_Surf_Proc_Land_32,Quadrilatero Ferrifero,NA,not applicable,not applicable,CRNST00495a,NA,1000,500,156.52,83.81,CRNSM00577,NA,-9999,-9999,-9999,S033,-43.66222,-20.367184,1570.717469751645,3125,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006a5,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ASTER,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,2.99,Cherem,Sao Fransico Riv.,5.21,0.01,788000.0,23000.0,788000.0,23000.0,ASTER,1.0,1.425,1.0,1.0,07KNSTD,1.0,1.425,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.04,0.00125,4.71,-9999.99,1015.29,19.32,-9.99999,-9.99999,-9.99999,-9.99999,4.0E-5,8.0E-5,2.6E-4,2.8E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000028,S080WTS001,SF1,WGS84_UTM_23S,32723,2012,Cherem:2012brazil,10.1016/j.geomorph.2012.06.002,Geomorphology_173--174,Cristiano Otoni Step,NA,not applicable,not applicable,CRNST01317a,NA,1000,250,105.5,43.9,CRNSM01528,NA,-9999,-9999,-9999,S080,-43.716665,-20.718249,1456.2035864978905,3809,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000681,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ASTER,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,4.39,Cherem,Sao Fransico Riv.,9.73,0.03,455000.0,14000.0,455000.0,14000.0,ASTER,1.0,1.453,1.0,1.0,07KNSTD,0.999,1.451,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.93,0.00232,8.75,-9999.99,1038.54,31.81,-9.99999,-9.99999,-9.99999,-9.99999,8.0E-5,1.8E-4,4.7E-4,5.1E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000028,S080WTS002,SF2,WGS84_UTM_23S,32723,2012,Cherem:2012brazil,10.1016/j.geomorph.2012.06.002,Geomorphology_173--174,Cristiano Otoni Step,NA,not applicable,not applicable,CRNST01318a,NA,1000,250,141.9,63.4,CRNSM01529,NA,-9999,-9999,-9999,S080,-43.780298,-20.735016,1457.5418754473874,3692,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000691,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ASTER,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,3.75,Cherem,Sao Fransico Riv.,7.28,0.02,606000.0,20000.0,606000.0,20000.0,ASTER,1.0,1.483,1.0,1.0,07KNSTD,0.998,1.48,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,1.44,0.00173,6.54,-9999.99,1064.22,31.42,-9.99999,-9.99999,-9.99999,-9.99999,6.0E-5,1.2E-4,3.6E-4,3.8E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000028,S080WTS003,SF3,WGS84_UTM_23S,32723,2012,Cherem:2012brazil,10.1016/j.geomorph.2012.06.002,Geomorphology_173--174,Cristiano Otoni Step,NA,not applicable,not applicable,CRNST01319a,NA,1000,250,155.5,82.4,CRNSM01530,NA,-9999,-9999,-9999,S080,-43.777764,-20.827489,1468.3805162364692,3750,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000660,NA,NA,-9999.99,-9999.99,-9999.0,-9999.0,-9999.0,-9999.0,ASTER,0.0,-99.999,-9.999,-9.999,NA,-9.999,-99.999,6.04,Cherem,Doce Riv.,14.38,0.08,289000.0,10000.0,289000.0,10000.0,ASTER,1.0,1.325,1.0,1.0,07KNSTD,0.996,1.319,BRA,INTP_ND,INT,10.4225/48/5a8367feac9b2,1.0,NA,NA,-9999.99,-9.99999,-9999.99,2.94,0.00344,12.97,-9999.99,904.63,87.28,-9.99999,-9.99999,-9.99999,-9.99999,1.3E-4,3.1E-4,7.0E-4,7.8E-4,NA,not applicable,NA,NA,NA,Sa,NA,OAID-000028,S080WTS004,AD1,WGS84_UTM_23S,32723,2012,Cherem:2012brazil,10.1016/j.geomorph.2012.06.002,Geomorphology_173--174,Cristiano Otoni Step,NA,not applicable,not applicable,CRNST01320a,NA,1000,250,197.1,95.3,CRNSM01531,NA,-9999,-9999,-9999,S080,-43.652047,-20.735057,1408.9227178423237,3559,"{""type"":""MultiPoint"",""coordinates"":[]}"
